data,ativo,preco_ajustado,volume
2014-12-16,BOVA11.SA,45.70000076293945,5078200
2014-12-17,BOVA11.SA,47.34000015258789,2344040
2014-12-18,BOVA11.SA,46.88999938964844,1246720
2014-12-19,BOVA11.SA,48.20000076293945,1151180
2014-12-22,BOVA11.SA,48.650001525878906,1142220
2014-12-23,BOVA11.SA,49.34000015258789,1288850
2014-12-26,BOVA11.SA,48.630001068115234,1046620
2014-12-29,BOVA11.SA,49.09000015258789,1684290
2014-12-30,BOVA11.SA,48.540000915527344,2144630
2015-01-02,BOVA11.SA,47.2599983215332,2640740
2015-01-05,BOVA11.SA,46.31999969482422,938690
2015-01-06,BOVA11.SA,46.58000183105469,2002600
2015-01-07,BOVA11.SA,48.150001525878906,1498860
2015-01-08,BOVA11.SA,48.5099983215332,2032600
2015-01-09,BOVA11.SA,47.529998779296875,2695020
2015-01-12,BOVA11.SA,46.83000183105469,2747550
2015-01-13,BOVA11.SA,46.63999938964844,4768930
2015-01-14,BOVA11.SA,46.47999954223633,2405740
2015-01-15,BOVA11.SA,47,2474940
2015-01-16,BOVA11.SA,47.599998474121094,1726960
2015-01-19,BOVA11.SA,46.310001373291016,1042880
2015-01-20,BOVA11.SA,46.52000045776367,1449030
2015-01-21,BOVA11.SA,47.810001373291016,1908980
2015-01-22,BOVA11.SA,48.119998931884766,3060540
2015-01-23,BOVA11.SA,47.29999923706055,3506200
2015-01-26,BOVA11.SA,47.189998626708984,1098630
2015-01-27,BOVA11.SA,47.34000015258789,2279360
2015-01-28,BOVA11.SA,46.33000183105469,1515870
2015-01-29,BOVA11.SA,46.380001068115234,1905000
2015-01-30,BOVA11.SA,45.61000061035156,5010270
2015-02-02,BOVA11.SA,46.27000045776367,3017620
2015-02-03,BOVA11.SA,47.63999938964844,1550990
2015-02-04,BOVA11.SA,47.77000045776367,1724220
2015-02-05,BOVA11.SA,47.880001068115234,1979180
2015-02-06,BOVA11.SA,47.29999923706055,2397940
2015-02-09,BOVA11.SA,47.91999816894531,1039100
2015-02-10,BOVA11.SA,47.15999984741211,2185580
2015-02-11,BOVA11.SA,46.95000076293945,2976610
2015-02-12,BOVA11.SA,48.130001068115234,3910510
2015-02-13,BOVA11.SA,49.38999938964844,1803100
2015-02-18,BOVA11.SA,49.90999984741211,1381690
2015-02-19,BOVA11.SA,49.79999923706055,854940
2015-02-20,BOVA11.SA,49.84000015258789,1275650
2015-02-23,BOVA11.SA,49.79999923706055,1832840
2015-02-24,BOVA11.SA,50.40999984741211,1469120
2015-02-25,BOVA11.SA,50.36000061035156,1898960
2015-02-26,BOVA11.SA,50.310001373291016,1787870
2015-02-27,BOVA11.SA,50.0099983215332,3167860
2015-03-02,BOVA11.SA,49.59000015258789,1569070
2015-03-03,BOVA11.SA,49.83000183105469,3278830
2015-03-04,BOVA11.SA,49.06999969482422,1714630
2015-03-05,BOVA11.SA,48.95000076293945,2070400
2015-03-06,BOVA11.SA,48.54999923706055,2376170
2015-03-09,BOVA11.SA,47.75,2349540
2015-03-10,BOVA11.SA,46.95000076293945,2223460
2015-03-11,BOVA11.SA,47.52000045776367,2682350
2015-03-12,BOVA11.SA,47.45000076293945,2462020
2015-03-13,BOVA11.SA,47.209999084472656,2819790
2015-03-16,BOVA11.SA,47.380001068115234,3166900
2015-03-17,BOVA11.SA,48.91999816894531,3044240
2015-03-18,BOVA11.SA,50.099998474121094,3700050
2015-03-19,BOVA11.SA,49.54999923706055,4993580
2015-03-20,BOVA11.SA,50.31999969482422,3946050
2015-03-23,BOVA11.SA,50.43000030517578,2397540
2015-03-24,BOVA11.SA,50.040000915527344,1757140
2015-03-25,BOVA11.SA,50.290000915527344,3517700
2015-03-26,BOVA11.SA,49.11000061035156,5746510
2015-03-27,BOVA11.SA,48.65999984741211,3614660
2015-03-30,BOVA11.SA,49.81999969482422,2297080
2015-03-31,BOVA11.SA,49.5,1874900
2015-04-01,BOVA11.SA,50.79999923706055,2158010
2015-04-02,BOVA11.SA,51.5,3355810
2015-04-06,BOVA11.SA,52.099998474121094,3771490
2015-04-07,BOVA11.SA,52.20000076293945,3391060
2015-04-08,BOVA11.SA,52.220001220703125,4250820
2015-04-09,BOVA11.SA,52.27000045776367,2305430
2015-04-10,BOVA11.SA,52.650001525878906,1281940
2015-04-13,BOVA11.SA,52.61000061035156,2852590
2015-04-14,BOVA11.SA,52.529998779296875,1564390
2015-04-15,BOVA11.SA,53.25,2052130
2015-04-16,BOVA11.SA,53.029998779296875,1305710
2015-04-17,BOVA11.SA,52.45000076293945,1084630
2015-04-20,BOVA11.SA,52.2400016784668,3580070
2015-04-22,BOVA11.SA,53.029998779296875,1918030
2015-04-23,BOVA11.SA,54.040000915527344,2019250
2015-04-24,BOVA11.SA,54.97999954223633,1420520
2015-04-27,BOVA11.SA,53.959999084472656,1725070
2015-04-28,BOVA11.SA,54.20000076293945,1650340
2015-04-29,BOVA11.SA,53.68000030517578,5761910
2015-04-30,BOVA11.SA,54.619998931884766,2310410
2015-05-04,BOVA11.SA,55.83000183105469,1568530
2015-05-05,BOVA11.SA,56.41999816894531,1115130
2015-05-06,BOVA11.SA,55.43000030517578,2151410
2015-05-07,BOVA11.SA,55.31999969482422,1048970
2015-05-08,BOVA11.SA,55.5,1502310
2015-05-11,BOVA11.SA,55.52000045776367,1659530
2015-05-12,BOVA11.SA,55.18000030517578,391780
2015-05-13,BOVA11.SA,54.77000045776367,1573900
2015-05-14,BOVA11.SA,55.06999969482422,1209130
2015-05-15,BOVA11.SA,55.59000015258789,1863590
2015-05-18,BOVA11.SA,54.4900016784668,2099900
2015-05-19,BOVA11.SA,53.93000030517578,1146190
2015-05-20,BOVA11.SA,53.34000015258789,1956820
2015-05-21,BOVA11.SA,53.54999923706055,1424040
2015-05-22,BOVA11.SA,52.93000030517578,3450790
2015-05-25,BOVA11.SA,53,2768670
2015-05-26,BOVA11.SA,52.2400016784668,2178410
2015-05-27,BOVA11.SA,52.650001525878906,1578890
2015-05-28,BOVA11.SA,52.38999938964844,1523670
2015-05-29,BOVA11.SA,51.349998474121094,2705890
2015-06-01,BOVA11.SA,51.459999084472656,3674450
2015-06-02,BOVA11.SA,52.619998931884766,1984500
2015-06-03,BOVA11.SA,52.040000915527344,1128390
2015-06-05,BOVA11.SA,51.369998931884766,1795250
2015-06-08,BOVA11.SA,51.25,2549650
2015-06-09,BOVA11.SA,51.349998474121094,4535970
2015-06-10,BOVA11.SA,52.349998474121094,4577220
2015-06-11,BOVA11.SA,52.08000183105469,3308330
2015-06-12,BOVA11.SA,51.72999954223633,1673460
2015-06-15,BOVA11.SA,51.630001068115234,3691360
2015-06-16,BOVA11.SA,52.18000030517578,954050
2015-06-17,BOVA11.SA,51.63999938964844,1689900
2015-06-18,BOVA11.SA,52.61000061035156,1832810
2015-06-19,BOVA11.SA,52.220001220703125,1998430
2015-06-22,BOVA11.SA,52.29999923706055,1516150
2015-06-23,BOVA11.SA,52.2599983215332,1407500
2015-06-24,BOVA11.SA,52.25,1206580
2015-06-25,BOVA11.SA,51.65999984741211,3887790
2015-06-26,BOVA11.SA,52.380001068115234,2204750
2015-06-29,BOVA11.SA,51.5099983215332,1997420
2015-06-30,BOVA11.SA,51.459999084472656,2521560
2015-07-01,BOVA11.SA,51.2400016784668,1648410
2015-07-02,BOVA11.SA,51.52000045776367,1371820
2015-07-03,BOVA11.SA,50.88999938964844,761460
2015-07-06,BOVA11.SA,50.650001525878906,2120430
2015-07-07,BOVA11.SA,50.72999954223633,2840740
2015-07-08,BOVA11.SA,50.220001220703125,826480
2015-07-10,BOVA11.SA,51,2800440
2015-07-13,BOVA11.SA,51.5,1293430
2015-07-14,BOVA11.SA,51.70000076293945,1752300
2015-07-15,BOVA11.SA,51.36000061035156,495500
2015-07-16,BOVA11.SA,51.52000045776367,562880
2015-07-17,BOVA11.SA,50.7599983215332,1959050
2015-07-20,BOVA11.SA,50.11000061035156,1392040
2015-07-21,BOVA11.SA,49.93000030517578,1007200
2015-07-22,BOVA11.SA,49.36000061035156,1527750
2015-07-23,BOVA11.SA,48.2400016784668,2590050
2015-07-24,BOVA11.SA,47.779998779296875,1761670
2015-07-27,BOVA11.SA,47.349998474121094,2435340
2015-07-28,BOVA11.SA,48.18000030517578,1974220
2015-07-29,BOVA11.SA,48.7400016784668,3198510
2015-07-30,BOVA11.SA,48.43000030517578,1125070
2015-07-31,BOVA11.SA,49.369998931884766,1828680
2015-08-03,BOVA11.SA,48.689998626708984,1125340
2015-08-04,BOVA11.SA,48.59000015258789,1373540
2015-08-05,BOVA11.SA,48.779998779296875,1425530
2015-08-06,BOVA11.SA,48.540000915527344,2518720
2015-08-07,BOVA11.SA,47.04999923706055,3004960
2015-08-10,BOVA11.SA,47.880001068115234,1636220
2015-08-11,BOVA11.SA,48.150001525878906,2738880
2015-08-12,BOVA11.SA,46.939998626708984,3288600
2015-08-13,BOVA11.SA,46.5099983215332,2287840
2015-08-14,BOVA11.SA,46.099998474121094,1030100
2015-08-17,BOVA11.SA,45.869998931884766,3075580
2015-08-18,BOVA11.SA,46.040000915527344,2596520
2015-08-19,BOVA11.SA,45.150001525878906,2765190
2015-08-20,BOVA11.SA,45.16999816894531,4406710
2015-08-21,BOVA11.SA,44.29999923706055,3793840
2015-08-24,BOVA11.SA,42.900001525878906,5675770
2015-08-25,BOVA11.SA,43.060001373291016,4988920
2015-08-26,BOVA11.SA,44.65999984741211,6869520
2015-08-27,BOVA11.SA,46.29999923706055,7528580
2015-08-28,BOVA11.SA,45.79999923706055,9660470
2015-08-31,BOVA11.SA,45.34000015258789,6507580
2015-09-01,BOVA11.SA,44.16999816894531,4702010
2015-09-02,BOVA11.SA,45.09000015258789,1974840
2015-09-03,BOVA11.SA,45.81999969482422,2820320
2015-09-04,BOVA11.SA,45.099998474121094,3747170
2015-09-08,BOVA11.SA,45.34000015258789,1672330
2015-09-09,BOVA11.SA,45.25,6140010
2015-09-10,BOVA11.SA,45.130001068115234,3524560
2015-09-11,BOVA11.SA,44.880001068115234,2745650
2015-09-14,BOVA11.SA,46.099998474121094,1676460
2015-09-15,BOVA11.SA,45.900001525878906,1418010
2015-09-16,BOVA11.SA,47.09000015258789,2431910
2015-09-17,BOVA11.SA,47.119998931884766,2285980
2015-09-18,BOVA11.SA,45.790000915527344,4451370
2015-09-21,BOVA11.SA,45.209999084472656,1558920
2015-09-22,BOVA11.SA,44.939998626708984,2527030
2015-09-23,BOVA11.SA,43.88999938964844,4183440
2015-09-24,BOVA11.SA,44,4758810
2015-09-28,BOVA11.SA,42.75,2423940
2015-09-29,BOVA11.SA,42.95000076293945,2015930
2015-09-30,BOVA11.SA,43.43000030517578,2935390
2015-10-01,BOVA11.SA,44.029998779296875,2132180
2015-10-02,BOVA11.SA,45.459999084472656,3043610
2015-10-05,BOVA11.SA,46.130001068115234,2260070
2015-10-06,BOVA11.SA,46.189998626708984,4139890
2015-10-07,BOVA11.SA,47.5,3967880
2015-10-08,BOVA11.SA,47.59000015258789,5463630
2015-10-09,BOVA11.SA,47.790000915527344,3780730
2015-10-13,BOVA11.SA,45.93000030517578,3538020
2015-10-14,BOVA11.SA,45.29999923706055,5979040
2015-10-15,BOVA11.SA,45.790000915527344,2766240
2015-10-16,BOVA11.SA,45.849998474121094,3335640
2015-10-19,BOVA11.SA,46,8287070
2015-10-20,BOVA11.SA,45.54999923706055,3862400
2015-10-21,BOVA11.SA,45.560001373291016,2471600
2015-10-22,BOVA11.SA,46.29999923706055,3258740
2015-10-23,BOVA11.SA,45.959999084472656,3902650
2015-10-26,BOVA11.SA,45.779998779296875,1644070
2015-10-27,BOVA11.SA,45.54999923706055,3130640
2015-10-28,BOVA11.SA,45.34000015258789,4291430
2015-10-29,BOVA11.SA,44.18000030517578,5506310
2015-10-30,BOVA11.SA,44.400001525878906,5209240
2015-11-03,BOVA11.SA,46.630001068115234,5731850
2015-11-04,BOVA11.SA,46.18000030517578,4126540
2015-11-05,BOVA11.SA,46.45000076293945,3050960
2015-11-06,BOVA11.SA,45.529998779296875,4586100
2015-11-09,BOVA11.SA,44.7599983215332,1196130
2015-11-10,BOVA11.SA,44.93000030517578,2557910
2015-11-11,BOVA11.SA,45.779998779296875,3403620
2015-11-12,BOVA11.SA,45.33000183105469,2609610
2015-11-13,BOVA11.SA,45.220001220703125,2355040
2015-11-16,BOVA11.SA,45.439998626708984,4908700
2015-11-17,BOVA11.SA,45.88999938964844,1280250
2015-11-18,BOVA11.SA,46.08000183105469,2502430
2015-11-19,BOVA11.SA,46.70000076293945,2102050
2015-11-23,BOVA11.SA,46.459999084472656,3350930
2015-11-24,BOVA11.SA,46.790000915527344,1710070
2015-11-25,BOVA11.SA,45.40999984741211,4202870
2015-11-26,BOVA11.SA,45.650001525878906,1755640
2015-11-27,BOVA11.SA,44.59000015258789,2710960
2015-11-30,BOVA11.SA,43.70000076293945,3886090
2015-12-01,BOVA11.SA,43.529998779296875,2462470
2015-12-02,BOVA11.SA,43.459999084472656,5994100
2015-12-03,BOVA11.SA,44.970001220703125,3885390
2015-12-04,BOVA11.SA,44.099998474121094,2320720
2015-12-07,BOVA11.SA,43.95000076293945,2047760
2015-12-08,BOVA11.SA,43.04999923706055,4818120
2015-12-09,BOVA11.SA,44.650001525878906,1993870
2015-12-10,BOVA11.SA,44.31999969482422,2184890
2015-12-11,BOVA11.SA,43.91999816894531,3775130
2015-12-14,BOVA11.SA,43.43000030517578,2673030
2015-12-15,BOVA11.SA,43.5,2400960
2015-12-16,BOVA11.SA,43.7400016784668,4300720
2015-12-17,BOVA11.SA,43.7400016784668,3846540
2015-12-18,BOVA11.SA,42.58000183105469,3765050
2015-12-21,BOVA11.SA,41.95000076293945,2999630
2015-12-22,BOVA11.SA,42.22999954223633,1561380
2015-12-23,BOVA11.SA,42.75,3514940
2015-12-28,BOVA11.SA,42.5,1261830
2015-12-29,BOVA11.SA,42.41999816894531,2446450
2015-12-30,BOVA11.SA,42.130001068115234,2003590
2016-01-04,BOVA11.SA,41.099998474121094,1709240
2016-01-05,BOVA11.SA,41.18000030517578,2419970
2016-01-06,BOVA11.SA,40.5,1386590
2016-01-07,BOVA11.SA,39.470001220703125,2545360
2016-01-08,BOVA11.SA,39.34000015258789,2731250
2016-01-11,BOVA11.SA,38.720001220703125,2351470
2016-01-12,BOVA11.SA,38.380001068115234,2097460
2016-01-13,BOVA11.SA,37.75,5204980
2016-01-14,BOVA11.SA,38.27000045776367,2785630
2016-01-15,BOVA11.SA,37.47999954223633,2612160
2016-01-18,BOVA11.SA,36.75,2148630
2016-01-19,BOVA11.SA,36.849998474121094,1566450
2016-01-20,BOVA11.SA,36.5,3154670
2016-01-21,BOVA11.SA,36.599998474121094,4935090
2016-01-22,BOVA11.SA,36.86000061035156,7689490
2016-01-26,BOVA11.SA,36.45000076293945,3018250
2016-01-27,BOVA11.SA,37.47999954223633,3505190
2016-01-28,BOVA11.SA,37.400001525878906,1612940
2016-01-29,BOVA11.SA,39.189998626708984,2960360
2016-02-01,BOVA11.SA,39.29999923706055,1747700
2016-02-02,BOVA11.SA,37.52000045776367,4566960
2016-02-03,BOVA11.SA,38.400001525878906,2391090
2016-02-04,BOVA11.SA,39.619998931884766,5495800
2016-02-05,BOVA11.SA,39.349998474121094,1664340
2016-02-10,BOVA11.SA,39.15999984741211,1650280
2016-02-11,BOVA11.SA,38.20000076293945,3279040
2016-02-12,BOVA11.SA,38.72999954223633,1683840
2016-02-15,BOVA11.SA,39.04999923706055,1886630
2016-02-16,BOVA11.SA,39.7400016784668,3674830
2016-02-17,BOVA11.SA,40.29999923706055,4380850
2016-02-18,BOVA11.SA,40.20000076293945,2372930
2016-02-19,BOVA11.SA,40.25,2098660
2016-02-22,BOVA11.SA,41.959999084472656,3213240
2016-02-23,BOVA11.SA,41.310001373291016,3987350
2016-02-24,BOVA11.SA,40.880001068115234,2597330
2016-02-25,BOVA11.SA,40.599998474121094,3488170
2016-02-26,BOVA11.SA,40.25,2123400
2016-02-29,BOVA11.SA,41.45000076293945,1974320
2016-03-01,BOVA11.SA,42.75,2934210
2016-03-02,BOVA11.SA,43.5,2833720
2016-03-03,BOVA11.SA,45.70000076293945,5128950
2016-03-04,BOVA11.SA,47.599998474121094,10032510
2016-03-07,BOVA11.SA,47.77000045776367,2442120
2016-03-08,BOVA11.SA,47.70000076293945,5890860
2016-03-09,BOVA11.SA,47.25,4170300
2016-03-10,BOVA11.SA,48.599998474121094,8780450
2016-03-11,BOVA11.SA,48.459999084472656,3703720
2016-03-14,BOVA11.SA,47.130001068115234,3642370
2016-03-15,BOVA11.SA,45.7599983215332,6195010
2016-03-16,BOVA11.SA,46.29999923706055,5281920
2016-03-17,BOVA11.SA,49.54999923706055,5273700
2016-03-18,BOVA11.SA,49.20000076293945,3565670
2016-03-21,BOVA11.SA,49.709999084472656,3990230
2016-03-22,BOVA11.SA,49.56999969482422,1873270
2016-03-23,BOVA11.SA,48.20000076293945,2498520
2016-03-24,BOVA11.SA,48.380001068115234,2565340
2016-03-28,BOVA11.SA,49.5,3188300
2016-03-29,BOVA11.SA,49.650001525878906,2275290
2016-03-30,BOVA11.SA,49.68000030517578,3829480
2016-03-31,BOVA11.SA,48.63999938964844,3926230
2016-04-01,BOVA11.SA,49.119998931884766,1577930
2016-04-04,BOVA11.SA,47.33000183105469,2371160
2016-04-05,BOVA11.SA,47.36000061035156,2437110
2016-04-06,BOVA11.SA,46.81999969482422,4624670
2016-04-07,BOVA11.SA,47.04999923706055,4637450
2016-04-08,BOVA11.SA,48.91999816894531,2366310
2016-04-11,BOVA11.SA,48.599998474121094,3048540
2016-04-12,BOVA11.SA,50.54999923706055,5307360
2016-04-13,BOVA11.SA,51.5099983215332,10764220
2016-04-14,BOVA11.SA,50.900001525878906,6181900
2016-04-15,BOVA11.SA,51.709999084472656,4414180
2016-04-18,BOVA11.SA,51.20000076293945,4521790
2016-04-19,BOVA11.SA,52.2400016784668,2981740
2016-04-20,BOVA11.SA,51.95000076293945,2987390
2016-04-22,BOVA11.SA,51.29999923706055,1286500
2016-04-25,BOVA11.SA,50.349998474121094,960550
2016-04-26,BOVA11.SA,51.52000045776367,3348710
2016-04-27,BOVA11.SA,52.869998931884766,2240440
2016-04-28,BOVA11.SA,52.650001525878906,3256540
2016-04-29,BOVA11.SA,52.150001525878906,2720070
2016-05-02,BOVA11.SA,51.93000030517578,3016770
2016-05-03,BOVA11.SA,50.79999923706055,1430780
2016-05-04,BOVA11.SA,51.02000045776367,4231510
2016-05-05,BOVA11.SA,50.33000183105469,1678060
2016-05-06,BOVA11.SA,50.310001373291016,3044750
2016-05-09,BOVA11.SA,49.52000045776367,7761460
2016-05-10,BOVA11.SA,51.58000183105469,3130800
2016-05-11,BOVA11.SA,51.22999954223633,4285710
2016-05-12,BOVA11.SA,51.45000076293945,4634350
2016-05-13,BOVA11.SA,50.220001220703125,4281140
2016-05-16,BOVA11.SA,50.11000061035156,2692530
2016-05-17,BOVA11.SA,49.380001068115234,4575550
2016-05-18,BOVA11.SA,48.9900016784668,3098280
2016-05-19,BOVA11.SA,48.900001525878906,4326000
2016-05-20,BOVA11.SA,48.279998779296875,2137260
2016-05-23,BOVA11.SA,47.720001220703125,2415190
2016-05-24,BOVA11.SA,47.849998474121094,2496480
2016-05-25,BOVA11.SA,47.93000030517578,1564360
2016-05-27,BOVA11.SA,47.599998474121094,2008380
2016-05-30,BOVA11.SA,47.5099983215332,4559670
2016-05-31,BOVA11.SA,47.02000045776367,5387750
2016-06-01,BOVA11.SA,47.47999954223633,1778110
2016-06-02,BOVA11.SA,48.400001525878906,2296370
2016-06-03,BOVA11.SA,49.099998474121094,1273880
2016-06-06,BOVA11.SA,48.849998474121094,1940700
2016-06-07,BOVA11.SA,48.95000076293945,4465250
2016-06-08,BOVA11.SA,50.25,944290
2016-06-09,BOVA11.SA,49.65999984741211,1377690
2016-06-10,BOVA11.SA,47.939998626708984,2530330
2016-06-13,BOVA11.SA,48.099998474121094,1490630
2016-06-14,BOVA11.SA,47.099998474121094,1184500
2016-06-15,BOVA11.SA,47.400001525878906,3258330
2016-06-16,BOVA11.SA,48,3528510
2016-06-17,BOVA11.SA,48.02000045776367,4105250
2016-06-20,BOVA11.SA,48.68000030517578,3023470
2016-06-21,BOVA11.SA,49.349998474121094,1805330
2016-06-22,BOVA11.SA,48.56999969482422,5908200
2016-06-23,BOVA11.SA,50.11000061035156,4831880
2016-06-24,BOVA11.SA,48.56999969482422,5937160
2016-06-27,BOVA11.SA,47.849998474121094,2316010
2016-06-28,BOVA11.SA,48.650001525878906,1880970
2016-06-29,BOVA11.SA,49.5099983215332,3928420
2016-06-30,BOVA11.SA,49.900001525878906,1851490
2016-07-01,BOVA11.SA,50.709999084472656,2163120
2016-07-04,BOVA11.SA,51.0099983215332,1061100
2016-07-05,BOVA11.SA,50.25,902600
2016-07-06,BOVA11.SA,50.400001525878906,2344610
2016-07-07,BOVA11.SA,50.47999954223633,1234370
2016-07-08,BOVA11.SA,51.54999923706055,2059540
2016-07-11,BOVA11.SA,52.29999923706055,2970350
2016-07-12,BOVA11.SA,52.560001373291016,2434080
2016-07-13,BOVA11.SA,52.90999984741211,1783830
2016-07-14,BOVA11.SA,53.61000061035156,1544390
2016-07-15,BOVA11.SA,53.95000076293945,1289390
2016-07-18,BOVA11.SA,54.880001068115234,3356530
2016-07-19,BOVA11.SA,55.04999923706055,1313480
2016-07-20,BOVA11.SA,54.970001220703125,2164210
2016-07-21,BOVA11.SA,54.93000030517578,1872030
2016-07-22,BOVA11.SA,55.04999923706055,1184200
2016-07-25,BOVA11.SA,55.099998474121094,1712980
2016-07-26,BOVA11.SA,55.04999923706055,1452200
2016-07-27,BOVA11.SA,55.04999923706055,2968630
2016-07-28,BOVA11.SA,55,1896390
2016-07-29,BOVA11.SA,55.68000030517578,3412350
2016-08-01,BOVA11.SA,55.040000915527344,3784460
2016-08-02,BOVA11.SA,54.400001525878906,3871410
2016-08-03,BOVA11.SA,55.290000915527344,3263240
2016-08-04,BOVA11.SA,55.81999969482422,3206300
2016-08-05,BOVA11.SA,55.849998474121094,2827700
2016-08-08,BOVA11.SA,55.869998931884766,2435090
2016-08-09,BOVA11.SA,55.93000030517578,2815010
2016-08-10,BOVA11.SA,55.130001068115234,2338710
2016-08-11,BOVA11.SA,56.4900016784668,2567960
2016-08-12,BOVA11.SA,56.5099983215332,4029870
2016-08-15,BOVA11.SA,57.2400016784668,1661750
2016-08-16,BOVA11.SA,56.970001220703125,3025220
2016-08-17,BOVA11.SA,57.47999954223633,3746440
2016-08-18,BOVA11.SA,57.34000015258789,2049340
2016-08-19,BOVA11.SA,57.349998474121094,1514280
2016-08-22,BOVA11.SA,56.04999923706055,4156000
2016-08-23,BOVA11.SA,56,1601980
2016-08-24,BOVA11.SA,55.900001525878906,2366660
2016-08-25,BOVA11.SA,56.060001373291016,2804800
2016-08-26,BOVA11.SA,55.959999084472656,4326940
2016-08-29,BOVA11.SA,56.849998474121094,3215860
2016-08-30,BOVA11.SA,56.88999938964844,3227550
2016-08-31,BOVA11.SA,55.93000030517578,5236630
2016-09-01,BOVA11.SA,56.25,3471900
2016-09-02,BOVA11.SA,57.75,3697180
2016-09-05,BOVA11.SA,57.68000030517578,3376070
2016-09-06,BOVA11.SA,58.119998931884766,3284890
2016-09-08,BOVA11.SA,58.290000915527344,5618380
2016-09-09,BOVA11.SA,56.060001373291016,5417630
2016-09-12,BOVA11.SA,56.709999084472656,2877070
2016-09-13,BOVA11.SA,55.16999816894531,4842290
2016-09-14,BOVA11.SA,55.18000030517578,3060850
2016-09-15,BOVA11.SA,56.040000915527344,1818190
2016-09-16,BOVA11.SA,55.400001525878906,2457520
2016-09-19,BOVA11.SA,55.5099983215332,1780300
2016-09-20,BOVA11.SA,55.900001525878906,2312650
2016-09-21,BOVA11.SA,56.650001525878906,2483440
2016-09-22,BOVA11.SA,57.15999984741211,2714520
2016-09-23,BOVA11.SA,57.27000045776367,3319670
2016-09-26,BOVA11.SA,56.2599983215332,1878310
2016-09-27,BOVA11.SA,56.650001525878906,3448580
2016-09-28,BOVA11.SA,57.599998474121094,3156480
2016-09-29,BOVA11.SA,56.459999084472656,4080670
2016-09-30,BOVA11.SA,56.560001373291016,2262790
2016-10-03,BOVA11.SA,57.54999923706055,3097700
2016-10-04,BOVA11.SA,57.470001220703125,3207220
2016-10-05,BOVA11.SA,58.189998626708984,2194250
2016-10-06,BOVA11.SA,58.869998931884766,2982460
2016-10-07,BOVA11.SA,59.220001220703125,4068390
2016-10-10,BOVA11.SA,59.75,2512620
2016-10-11,BOVA11.SA,59.02000045776367,3137280
2016-10-13,BOVA11.SA,59.290000915527344,2960760
2016-10-14,BOVA11.SA,59.900001525878906,5609290
2016-10-17,BOVA11.SA,60.779998779296875,4287440
2016-10-18,BOVA11.SA,61.849998474121094,5076850
2016-10-19,BOVA11.SA,61.310001373291016,3620250
2016-10-20,BOVA11.SA,61.77000045776367,3059780
2016-10-21,BOVA11.SA,61.540000915527344,2760480
2016-10-24,BOVA11.SA,62.130001068115234,2916670
2016-10-25,BOVA11.SA,61.869998931884766,2560800
2016-10-26,BOVA11.SA,61.9900016784668,2295220
2016-10-27,BOVA11.SA,62.11000061035156,2610900
2016-10-28,BOVA11.SA,62.290000915527344,4079890
2016-10-31,BOVA11.SA,62.900001525878906,3793930
2016-11-01,BOVA11.SA,61.349998474121094,3105470
2016-11-03,BOVA11.SA,59.959999084472656,2782540
2016-11-04,BOVA11.SA,59.5,2927910
2016-11-07,BOVA11.SA,62.20000076293945,3202310
2016-11-08,BOVA11.SA,62.20000076293945,3473870
2016-11-09,BOVA11.SA,61.209999084472656,5017670
2016-11-10,BOVA11.SA,59.22999954223633,9426070
2016-11-11,BOVA11.SA,57.43000030517578,7622640
2016-11-14,BOVA11.SA,58.06999969482422,4440790
2016-11-16,BOVA11.SA,58.95000076293945,2885400
2016-11-17,BOVA11.SA,57.650001525878906,2946780
2016-11-18,BOVA11.SA,58.029998779296875,2876960
2016-11-21,BOVA11.SA,59.099998474121094,2851010
2016-11-22,BOVA11.SA,60.04999923706055,3341970
2016-11-23,BOVA11.SA,60.130001068115234,2684940
2016-11-24,BOVA11.SA,59.380001068115234,1505950
2016-11-25,BOVA11.SA,59.599998474121094,1899360
2016-11-28,BOVA11.SA,60.849998474121094,2729810
2016-11-29,BOVA11.SA,59.189998626708984,2752160
2016-11-30,BOVA11.SA,60,3363650
2016-12-01,BOVA11.SA,57.79999923706055,6564250
2016-12-02,BOVA11.SA,58.380001068115234,6194530
2016-12-05,BOVA11.SA,57.79999923706055,2837510
2016-12-06,BOVA11.SA,59.11000061035156,4858040
2016-12-07,BOVA11.SA,59.5099983215332,2218020
2016-12-08,BOVA11.SA,59.79999923706055,1933340
2016-12-09,BOVA11.SA,58.56999969482422,2778900
2016-12-12,BOVA11.SA,57.25,2719510
2016-12-13,BOVA11.SA,57.790000915527344,4124690
2016-12-14,BOVA11.SA,56.31999969482422,2768450
2016-12-15,BOVA11.SA,56.599998474121094,2444660
2016-12-16,BOVA11.SA,56.41999816894531,2969450
2016-12-19,BOVA11.SA,55.20000076293945,1251770
2016-12-20,BOVA11.SA,55.709999084472656,3788830
2016-12-21,BOVA11.SA,55.70000076293945,2428020
2016-12-22,BOVA11.SA,55.97999954223633,3705880
2016-12-23,BOVA11.SA,56.36000061035156,1943140
2016-12-26,BOVA11.SA,56.959999084472656,1708030
2016-12-27,BOVA11.SA,56.810001373291016,2336120
2016-12-28,BOVA11.SA,57.84000015258789,1312100
2016-12-29,BOVA11.SA,58.2400016784668,2024920
2017-01-02,BOVA11.SA,57.630001068115234,828980
2017-01-03,BOVA11.SA,59.75,3194690
2017-01-04,BOVA11.SA,59.75,1759860
